ID,Category,Region,WingStatus,Inventory ID,Country,Airline,Wing Identification,Circa,Material,Size,Hallmark,Clutch/Screw/Pin,Year Acquired,Source,Acquired by,Cost,Sale/Trade,Market Value,Condition,Date MV,Thumbnail,Photo,Reverse Photo,Memo,Additional Notes,Status
1327,M,3,Yes,NOR-M-AF-050,Norway,Air Force,Pilot,1980-1990's,Bullion,,,,1990,"Purchased - Oerland AB, Norway",Purchased,,,30,Excellent,May-04,small_normaf50.jpg,normaf50.jpg,nopicture.gif,,,A
1328,M,6,Yes,NZL-M-AF-050,New Zealand,Air Force,Pilot,,Metal,,,Clutch,,Traded - Mike Webster,Trade,,,,Excellent,,small_nzlmaf50.jpg,nzlmaf50.jpg,nopicture.gif,,,A
1329,M,6,Yes,NZL-M-AF-080,New Zealand,Air Force,Pilot,1990's,Cloth,,,,,Traded - Mike Webster,Trade,,,,Good,,small_nzlmaf80.jpg,nzlmaf80.jpg,nopicture.gif,"Flight Suit Name Tag -""Angie"" one of the first female pilots New Zealand",,A
1330,M,5,Yes,PAK-M-A-040,Pakistan,Army,Pilot ,,Metal,,,Clutch,,Ebay,Purchased,,,,Good,,small_pakma40.jpg,pakma40.jpg,nopicture.gif,Metal,,A
1331,M,5,Yes,PAK-M-A-050,Pakistan,Army,Pilot ,,Cloth,,,,1991,,,,,,Excellent,,small_pakma50.jpg,pakma50.jpg,nopicture.gif,Cloth,,A
1332,M,5,Yes,PAK-M-AF-050,Pakistan,Air Force,Pilot - White (Fighter Pilot),,Cloth,,,,1991,,,,,,Excellent,,small_pakmaf50.jpg,pakmaf50.jpg,nopicture.gif,,,A
1333,M,5,Yes,PAK-M-AF-060,Pakistan,Air Force,Pilot - Red (Group Capt & Above),,Cloth,,,,1991,,,,,,Excellent,,small_pakmaf60.jpg,pakmaf60.jpg,nopicture.gif,,,A
1334,M,5,Yes,PAK-M-AF-070,Pakistan,Air Force,Pilot - Blue (Transport Pilot),,Cloth,,,,1991,,,,,,Excellent,,small_pakmaf70.jpg,pakmaf70.jpg,nopicture.gif,,,A
1335,M,5,Yes,PAK-M-N-050,Pakistan,Navy,Pilot ,,Cloth,,,,1991,,,,,,Excellent,,small_pakmn50.jpg,pakmn50.jpg,nopicture.gif,Cloth,,A
1336,M,2,Yes,PAN-M-AF-050,Panama,"Air Force - ""FAP""",Pilot,,Metal,,,,,,,,,,Excellent,,small_panmaf50.jpg,panmaf50.jpg,nopicture.gif,,,A
1337,M,2,Yes,PAN-M-AF-060,Panama ,"Air Force - ""FAP""",Senior Pilot,,Metal,,,,,,,,,,Excellent,,small_panmaf60.jpg,panmaf60.jpg,nopicture.gif,,,A
1338,M,2,Yes,PAN-M-AF-062,Panama,"Air Force - ""FAP""",Senior Pilot,,Metal,,,,,,,,,,Excellent,,small_panmaf62.jpg,panmaf62.jpg,nopicture.gif,,,A
1339,M,2,Yes,PAN-M-AF-070,Panama,"Air Force - ""FAP""",Command Pilot,,Metal,,,,,,,,,,Excellent,,small_panmaf70.jpg,panmaf70.jpg,nopicture.gif,,,A
1340,M,2,Yes,PAN-M-AF-100,Panama,"Air Force - ""SAN""",Pilot,,Metal,50.8,,,,,,,,,Excellent,,small_panmaf100.jpg,panmaf100.jpg,nopicture.gif,NAS - National Air Service (small for shirt),,A
1341,M,2,Yes,PAN-M-AF-110,Panama,"Air Force - ""SAN""",Senior Pilot,,Metal,50.8,,,,,,,,,Excellent,,small_panmaf110.jpg,panmaf110.jpg,nopicture.gif,,,A
1342,M,2,Yes,PER-M-AF-050,Peru,Air Force,Pilot,,Metal,,,Clutch,,,,,,,Good,,small_permaf50.jpg,permaf50.jpg,nopicture.gif,,,A
1343,M,2,Yes,PER-M-AF-060,Peru,Air Force,Pilot,,Metal,,,Clutch,,Purchased in Lima Peru,Purchased,$5.00 ,,,Excellent,,small_permaf60.jpg,permaf60.jpg,nopicture.gif,,,A
1344,M,2,Yes,PER-M-N-030,Peru,Navy,Aviator,,Metal,,,Clutch,1996,Purchased - SDF SOS - Haps Militaria ,Purchased,$30.00 ,,,Good,,small_permn30.jpg,permn30.jpg,nopicture.gif,,,A
1345,M,2,Yes,PER-M-N-060,Peru,Navy,Aviator,,Metal,,,Clutch,,,,,,,Good,,small_permn60.jpg,permn60.jpg,nopicture.gif,,,A
1346,M,2,Yes,PER-M-N-070,Peru,Navy,Aviator,2003,Metal,,,Clutch,3-May,Traded - 1st Lt Juan Alfredo Zuniga Arteaga ,Trade,,,,Very Good,,small_permn70.jpg,permn70.jpg,nopicture.gif,,,A
1347,M,2,Yes,PER-M-NP-050,Peru,National Police,Pilot,2003,Metal,,,Clutch,2003,Traded in Lima Peru with pilot,Trade,,,,Good,,small_permnp50.jpg,permnp50.jpg,nopicture.gif,,,A
1348,M,5,Yes,PHL-M-AF-050,Philippines,Air Force,Pilot,,Metal,,,Clutch,,,,,,,Excellent,,small_phlmaf50.jpg,phlmaf50.jpg,nopicture.gif,,,A
1349,M,5,Yes,PHL-M-AF-080,Philippines,Air Force,Pilot,1990's,Metal,,,Clutch,Jul-96,Purchased - Harry Pugh,Purchased,$7.00 ,,,Excellent,,small_phlmaf80.jpg,phlmaf80.jpg,nopicture.gif,,,A
1350,M,5,Yes,PHL-M-AF-090,Philippines,Air Force,Senior Pilot,1990's,Metal,,,Clutch,Jul-96,Purchased - Harry Pugh,Purchased,$7.00 ,,,Excellent,,small_phlmaf90.jpg,phlmaf90.jpg,nopicture.gif,,,A
1351,M,5,Yes,PHL-M-AF-100,Philippines,Air Force,Command Pilot,1990's,Metal,,,Clutch,Jul-96,Purchased - Harry Pugh,Purchased,$7.00 ,,,Excellent,,small_phlmaf100.jpg,phlmaf100.jpg,nopicture.gif,,,A
1352,M,5,Yes,PHL-M-AF-110,Philippines,Air Force,Pilot,2000's,Metal,,,Clutch,4-Feb,Purchased - Clara Lim,Purchased,$15.00 ,,,Excellent,,small_phlmaf110.jpg,phlmaf110.jpg,nopicture.gif,,,A
1353,M,5,Yes,PHL-M-AF-120,Philippines,Air Force,Senior Pilot,2000's,Metal,,,Clutch,4-Feb,Purchased - Clara Lim,Purchased,$15.00 ,,,Excellent,,small_phlmaf120.jpg,phlmaf120.jpg,nopicture.gif,,,A
1354,M,5,Yes,PHL-M-AF-130,Philippines,Air Force,Command Pilot,2000's,Metal,,,Clutch,4-Feb,Purchased - Clara Lim,Purchased,$15.00 ,,,Excellent,,small_phlmaf130.jpg,phlmaf130.jpg,nopicture.gif,,,A
1355,M,5,Yes,PHL-M-AF-160,Philippines,Air Force,Command Pilot,2000's,Metal,,,Clutch,4-Feb,Purchased - Clara Lim,Purchased,$25.00 ,,,Excellent,,small_phlmaf160.jpg,phlmaf160.jpg,nopicture.gif,Gold Tone ,,A
1356,M,5,Yes,PNG-M-AF-050,Papua New Guinea,Air Force,Pilot,,Metal,,,Clutch,,Ebay,Purchased,,,,Excellent,,small_pngmaf50.jpg,pngmaf50.jpg,nopicture.gif,,,A
1357,M,3,Yes,POL-M-AF-030,Poland,Air Force,Pilot,1940's,Metal,,,Screw,1990,Purchased - ,Purchased,,,,Very Good,,small_polmaf30.jpg,polmaf30.jpg,nopicture.gif,,,A
1358,M,3,Yes,POL-M-AF-100,Poland,Air Force,"Pilot ""M""",,Metal,,,Screw,1990,,,,,,Excellent,,small_polmaf100.jpg,polmaf100.jpg,nopicture.gif,,,A
1359,M,3,Yes,POL-M-AF-110,Poland,Air Force,"Pilot ""1""",,Metal,,,Screw,1990,,,,,,Excellent,,small_polmaf110.jpg,polmaf110.jpg,nopicture.gif,,,A
1360,M,3,Yes,POL-M-AF-120,Poland,Air Force,"Pilot ""2""",,Metal,,,Screw,1990,,,,,,Excellent,,small_polmaf120.jpg,polmaf120.jpg,nopicture.gif,,,A
1361,M,3,Yes,POL-M-AF-130,Poland,Air Force,"Pilot ""3""",,Metal,,,Screw,1990,,,,,,Excellent,,small_polmaf130.jpg,polmaf130.jpg,nopicture.gif,,,A
1362,M,3,Yes,POL-M-AF-140,Poland,Air Force,Pilot,,Metal,,,Screw,1990,,,,,,Excellent,,small_polmaf140.jpg,polmaf140.jpg,nopicture.gif,,,A
1363,M,3,Yes,POL-M-N-020,Poland,Navy,Pilot,1940's,Metal,,,Screw,2003,Purchased - ,,$7.00 ,,,Excellent,,small_polmn20.jpg,polmn20.jpg,nopicture.gif,REPRODUCTION,,A
1364,M,3,Yes,PRT-M-AF-050,Portugal,Air Force,Pilot,,Metal,,,Pin,,,,,,,Excellent,,small_prtmaf50.jpg,prtmaf50.jpg,nopicture.gif,Brass tone,,A
1365,M,3,Yes,PRT-M-AF-060,Portugal,Air Force,Pilot,,Metal,,,Pin,,,,,,,Excellent,,small_prtmaf60.jpg,prtmaf60.jpg,nopicture.gif,Bronze tone,,A
1366,M,3,Yes,PRT-M-AF-070,Portugal,Air Force,Pilot,1988-1990's,Metal,,,Pin,1991,Donated - Geilenkirchen AB NATO,,,,,Excellent,,small_prtmaf70.jpg,prtmaf70.jpg,nopicture.gif,,,A
1367,M,5,Yes,QAT-M-AF-030,Quatar,Air Force,Pilot,,Cloth,,,,,,,,,,Excellent,,small_qatmaf30.jpg,qatmaf30.jpg,nopicture.gif,,,A
1368,M,3,Yes,ROM-M-AF-050,Romania,Air Force,"Pilot, ""1""",,Metal,,,Screw,,,,,,,Good,,small_rommaf50.jpg,rommaf50.jpg,nopicture.gif,Request information on years badge used,,A
1369,M,3,Yes,ROM-M-AF-060,Romania,Air Force,"Pilot, ""2""",,Metal,,,Pin,,,,,,,Good,,small_rommaf60.jpg,rommaf60.jpg,nopicture.gif,Request information on years badge used,,A
1370,M,3,Yes,ROM-M-AF-110,Romania,Air Force,"Pilot, ""1""",,Metal,,,Screw,,,,,,,Good,,small_rommaf110.jpg,rommaf110.jpg,nopicture.gif,Request information on years badge used,,A
1371,M,3,Yes,ROM-M-AF-120,Romania,Air Force,"Pilot, ""2""",,Metal,,,Screw,,,,,,,Good,,small_rommaf120.jpg,rommaf120.jpg,nopicture.gif,Request information on years badge used,,A
1372,M,3,Yes,ROM-M-AF-200,Romania,Air Force,"Pilot, student",,Metal,,,Clutch,,,,,,,Excellent,,small_rommaf200.jpg,rommaf200.jpg,nopicture.gif,Request information on years badge used,,A
1373,M,3,Yes,ROM-M-AF-220,Romania,Air Force,"Pilot, ""2""",,Metal,,,Pin,Nov-98,Trade - Albert Lohr,Trade,,,,Excellent,,small_rommaf220.jpg,rommaf220.jpg,nopicture.gif,Request information on years badge used,,A
1374,M,3,Yes,ROM-M-AF-230,Romania,Air Force,"Pilot, ""3""",,Metal,,,Pin,Jan-99,Trade - Albert Lohr,Trade,,,,Excellent,,small_rommaf230.jpg,rommaf230.jpg,nopicture.gif,Request information on years badge used,,A
1375,M,3,Yes,ROM-M-AF-300,Romania,Air Force,"Pilot, Student",,Metal,,,Pin,,,,,,,Excellent,,small_rommaf300.jpg,rommaf300.jpg,nopicture.gif,Request information on years badge used,,A
1376,M,3,Yes,ROM-M-AF-310,Romania,Air Force,"Pilot, ""1""",,Metal,,,Pin,,,,,,,Excellent,,small_rommaf310.jpg,rommaf310.jpg,nopicture.gif,Request information on years badge used,,A
1377,M,3,Yes,ROM-M-AF-320,Romania,Air Force,"Pilot, ""2""",,Metal,,,Pin,,,,,,,Excellent,,small_rommaf320.jpg,rommaf320.jpg,nopicture.gif,Request information on years badge used,,A
1378,M,3,Yes,ROM-M-AF-330,Romania,Air Force,"Pilot, ""3""",,Metal,,,Pin,,,,,,,Excellent,,small_rommaf330.jpg,rommaf330.jpg,nopicture.gif,Request information on years badge used,,A
1379,M,3,Yes,ROM-M-AF-420,Romania,Air Force,"Pilot, ""2""",,Metal,,,Pin,,,,,,,Excellent,,small_rommaf420.jpg,rommaf420.jpg,nopicture.gif,Request information on years badge used,,A
1380,M,3,Yes,ROM-M-AF-430,Romania,Air Force,"Pilot, ""3""",,Metal,,,Pin,,,,,,,Excellent,,small_rommaf430.jpg,rommaf430.jpg,nopicture.gif,Request information on years badge used,,A
1381,M,3,Yes,ROM-M-AF-520,Romania,Air Force,"Pilot, ""2""",,Metal,,,Pin,,,,,,,Excellent,,small_rommaf520.jpg,rommaf520.jpg,nopicture.gif,Request information on years badge used,,A
1382,M,3,Yes,ROM-M-AF-530,Romania,Air Force,"Pilot, ""3""",,Metal,,,Pin,,,,,,,Excellent,,small_rommaf530.jpg,rommaf530.jpg,nopicture.gif,Request information on years badge used,,A
1383,M,3,Yes,RUS-M-AF-200,Russia,Air Force,"Pilot, Sniper (Master)",,Metal,,,Screw,,,,,,,Excellent,,small_rusmaf200.jpg,rusmaf200.jpg,nopicture.gif,Request information on years badge used,,A
1384,M,3,Yes,RUS-M-AF-230,Russia,Air Force,"Pilot, ""3""",,Metal,,,Screw,,,,,,,Excellent,,small_rusmaf230.jpg,rusmaf230.jpg,nopicture.gif,Request information on years badge used,,A
1385,M,3,Yes,SAU-M-AF-050,Saudi Arabia,Air Force,Pilot,,Metal,,,Clutch,1988,Donated ,Donated,,,,Good,,small_saumaf50.jpg,saumaf50.jpg,nopicture.gif,,,A
1386,M,3,Yes,SAU-M-AF-060,Saudi Arabia,Air Force,Pilot,1990's,Cloth,,,,1987,Donated ,Donated,,,,Good,,small_saumaf60.jpg,saumaf60.jpg,nopicture.gif,,,A
1387,M,5,Yes,SGP-M-AF-050,Singapore,"Air Force - ""RSAF""",Pilot,,,,,,2003,Ebay,Purchased,,,,Excellent,,small_sgpmaf50.jpg,sgpmaf50.jpg,nopicture.gif,,,A
1388,M,5,Yes,SGP-M-AF-060,Singapore,"Air Force - ""RSAF""",Pilot,2003,Metal,,,Clutch,2003,Ebay,Purchased,,,,Excellent,,small_sgpmaf60.jpg,sgpmaf60.jpg,nopicture.gif,,,A
1389,M,5,Yes,SGP-M-AF-070,Singapore,"Air Force - ""RSAF""",Pilot,2003,Bullion,,,,2003,Ebay,Purchased,,,,Excellent,,small_sgpmaf70.jpg,sgpmaf70.jpg,nopicture.gif,,,A
1390,M,2,Yes,SLV-M-A-040,El Salvador,Army,Command Pilot,,Metal,,,Clutch,1990,Donated - LtCol Hodges,Donated,,,,Excellent,,small_slvma40.jpg,slvma40.jpg,nopicture.gif,,,A
1391,M,2,Yes,SLV-M-AF-040,El Salvador ,"Air Force - ""FAS""",Pilot,,Metal,,,Clutch,,,,,,,Excellent,,small_slvmaf40.jpg,slvmaf40.jpg,nopicture.gif,,,A
1392,M,3,Yes,SUN-M-AF-040,Soviet Union - USSR,Air Force,Pilot,1940's,Metal,97.2,,Prongs,1991,Ingo Meyer,,,,,Very Good,,small_sunmaf40.jpg,sunmaf40.jpg,nopicture.gif,,,A
1393,M,3,Yes,SUN-M-AF-050,Soviet Union - USSR,Air Force,Pilot,1950's,Metal,66.8,,Screw,1991,Ingo Meyer,,,,,Excellent,,small_sunmaf50.jpg,sunmaf50.jpg,nopicture.gif,,,A
1394,M,3,Yes,SUN-M-AF-060,Soviet Union - USSR,Air Force,"Pilot ""1""",1960's,Metal,,,Screw,,,,,,,Very Good,,small_sunmaf60.jpg,sunmaf60.jpg,nopicture.gif,,,A
1395,M,3,Yes,SUN-M-AF-070,Soviet Union - USSR,Air Force,"Pilot ""2""",1960's,Metal,,,Screw,,,,,,,Very Good,,small_sunmaf70.jpg,sunmaf70.jpg,nopicture.gif,,,A
1396,M,3,Yes,SUN-MAF-080,Soviet Union - USSR,Air Force,"Pilot ""3""",1960's,Metal,,,Screw,,,,,,,Very Good,,small_sunmaf80.jpg,sunmaf80.jpg,nopicture.gif,,,A
1397,M,3,Yes,SUN-M-AF-100,Soviet Union - USSR,Air Force,"Pilot, Sniper (Master)",1970-1990,Metal,,,Pin,1991,Berlin,,,,,Excellent,,small_sunmaf100.jpg,sunmaf100.jpg,nopicture.gif,,,A
1398,M,3,Yes,SUN-M-AF110,Soviet Union - USSR,Air Force,"Pilot ""1""",1970-1990,Metal,,,Pin,1991,Berlin,,,,,Excellent,,small_sunmaf110.jpg,sunmaf110.jpg,nopicture.gif,,,A
1399,M,3,Yes,SUN-M-AF-120,Soviet Union - USSR,Air Force,"Pilot ""2""",1970-1990,Metal,,,Pin,1991,Berlin,,,,,Excellent,,small_sunmaf120.jpg,sunmaf120.jpg,nopicture.gif,,,A
1400,M,3,Yes,SUN-M-AF-130,Soviet Union - USSR,Air Force,"Pilot ""3""",1970-1990,Metal,,,Pin,1991,Berlin,,,,,Excellent,,small_sunmaf130.jpg,sunmaf130.jpg,nopicture.gif,,,A
1401,M,3,Yes,SUN-M-AF-140,Soviet Union - USSR,Air Force,"Pilot, Student",1970-1990,Metal,,,Pin,1990,Berlin,,,,,Excellent,,small_sunmaf140.jpg,sunmaf140.jpg,nopicture.gif,,,A
1402,M,3,Yes,SUN-M-N-050,Soviet Union - USSR ,Navy,Pilot,,Metal,,,Screw,1990,H Cabesaz,,,,,Excellent,,small_sunmn50.jpg,sunmn50.jpg,nopicture.gif,,,A
1403,M,3,Yes,SVK-M-AF-020,Slovakia,Air Force,Pilot,1st issue,Metal,,,Screw,1994,Trade - ,Trade,,,,Excellent,,small_svkmaf20.jpg,svkmaf20.jpg,nopicture.gif,Bronze tone - Basic pilot,,A
1404,M,3,Yes,SVK-M-AF-030,Slovakia,Air Force,Senior Pilot,1st issue,Metal,,,Screw,1994,Trade - ,Trade,,,,Excellent,,small_svkmaf30.jpg,svkmaf30.jpg,nopicture.gif,Silver tone - Senior pilot,,A
1405,M,3,Yes,SVK-M-AF-040,Slovakia,Air Force,Pilot,2nd issue,Metal,,,Screw,1994,Trade - ,Trade,,,,Excellent,,small_svkmaf40.jpg,svkmaf40.jpg,nopicture.gif,,,A
1406,M,3,Yes,SVK-M-AF-050,Slovakia,Air Force,Senior Pilot ,2nd issue,Metal,,,Screw,1994,Trade - ,Trade,,,,Excellent,,small_svkmaf50.jpg,svkmaf50.jpg,nopicture.gif,,,A
1407,M,3,Yes,SVK-M-AF-060,Slovakia,Air Force,Command Pilot,2nd issue,Metal,,,Screw,1994,Trade - ,Trade,,,,Excellent,,small_svkmaf60.jpg,svkmaf60.jpg,nopicture.gif,,,A
1408,M,4,Yes,SWZ-M-AF-050,Swaziland,Air Force,Pilot,,Cloth,,,,,,,,,,Very Good,,small_swzmaf50.jpg,swzmaf50.jpg,nopicture.gif,,,A
1409,M,4,Yes,SWZ-M-AF-060,Swaziland,Air Force,Pilot,,Metal,,,Clutch,4-Jan,Ebay,Purchase,$14.00 ,,,Very Good,,small_swzmaf60.jpg,swzmaf60.jpg,nopicture.gif,Bronze tone,,A
1410,M,4,Yes,SWZ-M-AF-070,Swaziland,Air Force,Senior Pilot,,Metal,,,Clutch,4-Jan,Ebay,Purchase,$17.00 ,,,Very Good,,small_swzmaf70.jpg,swzmaf70.jpg,nopicture.gif,Silver tone,,A
1411,M,4,Yes,SWZ-M-AF-080,Swaziland,Air Force,Command Pilot,,Metal,,,Clutch,4-Jan,Ebay,Purchase,$14.00 ,,,Very Good,,small_swzmaf80.jpg,swzmaf80.jpg,nopicture.gif,Gold tone,,A
1412,M,5,Yes,THA-M-AF-050,Thailand,Air Force,Pilot,,Bullion,,,Pin,,Donated - ,,,,,Excellent,,small_thamaf50.jpg,thamaf50.jpg,nopicture.gif,,,A
1413,M,5,Yes,THA-M-AF-060,Thailand,Air Force,Senior Pilot,,Bullion,,,Pin,,Donated - ,,,,,Excellent,,small_thamaf60.jpg,thamaf60.jpg,nopicture.gif,,,A
1414,M,5,Yes,THA-M-AF-070,Thailand,Air Force,Command Pilot,,Bullion,,,Pin,,Donated - ,,,,,Excellent,,small_thamaf70.jpg,thamaf70.jpg,nopicture.gif,,,A
1415,M,5,Yes,THA-M-N-050,Thailand,Navy,Pilot,,Metal,,,Clutch,,Ebay,Purchased,,,,Excellent,,small_thamn50.jpg,thamn50.jpg,nopicture.gif,,,A
1416,M,4,Yes,TSI-M-AF-030,Transkei,Air Force,Pilot,,Metal,,,Clutch,,,Purchased,,,,Excellent,,small_tsimaf30.jpg,tsimaf30.jpg,nopicture.gif,,,A
1417,M,4,Yes,TUN-M-AF-030,Tunisia,Air Force,Pilot,,Metal,,,Pin,4-Feb,Purchased - Louisville SOS,Purchased,$35.00 ,,,Excellent,,small_tunmaf30.jpg,tunmaf30.jpg,nopicture.gif,,,A
1418,M,3,Yes,TUR-M-AF-050,Turkey,Air Force,Pilot,1980's-90's,Metal,,,Pin,1990,Donated - Geilenkirchen AB Germany ,Donated,,,,Excellent,,small_turmaf50.jpg,turmaf50.jpg,nopicture.gif,Standard issue,,A
1419,M,3,Yes,TUR-M-AF-053,Turkey,Air Force,Pilot,1980's-90's,Metal,,,Pin,1992,Donated - Geilenkirchen AB Germany ,Donated,,,,Excellent,,small_turmaf53.jpg,turmaf53.jpg,nopicture.gif,Silver wings.  Many pilot have the wings made of silver ,,A
1420,M,3,Yes,TUR-M-AF-060,Turkey,Air Force,Senior Pilot,1980's-90's,Metal,,,Pin,1990,Donated - Geilenkirchen AB Germany ,Donated,,,,Excellent,,small_turmaf60.jpg,turmaf60.jpg,nopicture.gif,Standard issue,,A
1421,M,3,Yes,TUR-M-AF-063,Turkey,Air Force,Senior Pilot,1980's-90's,Metal,,,Pin,1992,Donated - Geilenkirchen AB Germany ,Donated,,,,Excellent,,small_turmaf63.jpg,turmaf63.jpg,nopicture.gif,Silver wings.  Many pilot have the wings made of silver ,,A
1422,M,3,Yes,TUR-M-AF-070,Turkey,Air Force,Command Pilot,1980's-90's,Metal,,,Pin,1990,Donated - Geilenkirchen AB Germany ,Donated,,,,Excellent,,small_turmaf70.jpg,turmaf70.jpg,nopicture.gif,Standard issue,,A
1423,M,3,Yes,TUR-M-AF-073,Turkey,Air Force,Command Pilot,1980's-90's,Metal,,,Pin,1992,Donated - Geilenkirchen AB Germany ,Donated,,,,Excellent,,small_turmaf73.jpg,turmaf73.jpg,nopicture.gif,Silver wings.  Many pilot have the wings made of silver ,,A
1424,M,5,Yes,TWN-M-A-100,Taiwan,Army,Pilot,,Metal,,,Clutch,,,Purchased,,,,Excellent,,small_twnma100.jpg,twnma100.jpg,nopicture.gif,Any addition information is appreciated ,,A
1425,M,5,Yes,TWN-M-A-110,Taiwan,Army,Senior Pilot,,Metal,,,Clutch,,,Purchased,,,,Excellent,,small_twnma110.jpg,twnma110.jpg,nopicture.gif,Any addition information is appreciated ,,A
1426,M,5,Yes,TWN-M-A-120,Taiwan,Army,Command Pilot,,Metal,,,Clutch,,,Purchased,,,,Excellent,,small_twnma120.jpg,twnma120.jpg,nopicture.gif,Any addition information is appreciated,,A
1427,M,5,Yes,TWN-M-AF-050,Taiwan,Air Force,Pilot,,Metal,,,,,,Purchased,,,,Excellent,,small_twnmaf50.jpg,twnmaf50.jpg,nopicture.gif,Any addition information is appreciated,,A
1428,M,5,Yes,TWN-M-AF-080,Taiwan,Air Force,Command Pilot,,Metal,,,Clutch,,,Purchased,,,,Excellent,,small_twnmaf80.jpg,twnmaf80.jpg,nopicture.gif,Any addition information is appreciated - Satin Finish,,A
1429,M,5,Yes,TWN-M-AF-100,Taiwan,Air Force,Pilot,,Metal,,,Clutch,,,Purchased,,,,Excellent,,small_twnmaf100.jpg,twnmaf100.jpg,nopicture.gif,Any addition information is appreciated - Chrome Finish,,A
1430,M,5,Yes,TWN-M-AF-110,Taiwan,Air Force,Senior Pilot,,Metal,,,Clutch,,,Purchased,,,,Excellent,,small_twnmaf110.jpg,twnmaf110.jpg,nopicture.gif,Any addition information is appreciated - Chrome Finish,,A
1431,M,5,Yes,TWN-M-AF-120,Taiwan,Air Force,Command Pilot,,Metal,,,Clutch,,,Purchased,,,,Excellent,,small_twnmaf120.jpg,twnmaf120.jpg,nopicture.gif,Any addition information is appreciated - Chrome Finish,,A
1432,M,3,Yes,UKR-M-AF-050,Ukraine,Air Force,"Pilot, ""1""",2000's,Metal,,,Screw,2003,Ebay,Purchased,,,,Excellent,,small_ukrmaf50.jpg,ukrmaf50.jpg,nopicture.gif,,,A
1433,M,3,Yes,UKR-M-AF-060,Ukraine,Air Force,"Pilot, ""2""",2000's,Metal,,,Screw,2003,Ebay,Purchased,,,,Excellent,,small_ukrmaf60.jpg,ukrmaf60.jpg,nopicture.gif,,,A
1434,M,3,Yes,UKR-M-AF-070,Ukraine,Air Force,"Pilot, ""3""",2000's,Metal,,,Screw,2003,Ebay,Purchased,,,,Excellent,,small_ukrmaf70.jpg,ukrmaf70.jpg,nopicture.gif,,,A
1435,M,3,Yes,UKR-M-AF-080,Ukraine,Air Force,"Pilot, Student",2000's,Metal,,,Screw,2003,Ebay,Purchased,,,,Excellent,,small_ukrmaf80.jpg,ukrmaf80.jpg,nopicture.gif,,,A
1436,M,1,Yes,USA-M-AC-050,United States,Army Air Corps,Pilot,1940's,Metal,,LGB,Pin,3-Dec,Ebay,,$83.00 ,,,Good,,small_usamac50.jpg,usamac50.jpg,nopicture.gif,,,A
1437,M,1,Yes,USA-M-AC-055,United States,Army Air Corps,Pilot,1940's,Metal,,,Clutch,3-Dec,Ebay,Purchased,$55.00 ,,,Good,,small_usamac55.jpg,usamac55.jpg,nopicture.gif,,,A
1438,M,4,Yes,ZAF-M-A-040,South Africa,Army,Scout Pilot,1980's,Metal,92.1,,Clutch,4-Jan,Ebay,Purchased,$22.00 ,,,Excellent,,small_zafma40.jpg,zafma40.jpg,nopicture.gif,,,A
1439,M,4,Yes,ZAF-M-A-050,South Africa,Army,Pilot,,Metal,52.4,,Clutch,,Purchased - Harry Pugh,Purchased,,,,Excellent,,small_zafma50.jpg,zafma50.jpg,nopicture.gif,,,A
1440,M,4,Yes,ZAF-M-A-060,South Africa,Army,Pilot Commando,,Metal,51.9,,Clutch,,Purchased - Harry Pugh,Purchased,,,,Excellent,,small_zafma60.jpg,zafma60.jpg,nopicture.gif,,,A
1441,M,4,Yes,ZAF-M-A-065,South Africa,Army,Pilot Commando,,Cloth Padded,112,,,,Purchased - Harry Pugh,Purchased,,,,Excellent,,small_zafma65.jpg,zafma65.jpg,nopicture.gif,,,A
1442,M,4,Yes,ZAF-M-AF-050,South Africa,Air Force,Pilot,,Metal,50.1,,Clutch,,Purchased - Harry Pugh,Purchased,,,,Excellent,,small_zafmaf50.jpg,zafmaf50.jpg,nopicture.gif,Silver tone,,A
1443,M,4,Yes,ZAF-M-AF-060,South Africa,Air Force,Senior Pilot,,Metal,50.1,,Clutch,,Purchased - Harry Pugh,Purchased,,,,Excellent,,small_zafmaf60.jpg,zafmaf60.jpg,nopicture.gif,Gold tone,,A
1444,M,4,Yes,ZAF-M-AF-070,South Africa,Air Force,Pilot,,Cloth,95.8,,,,Purchased - Harry Pugh,Purchased,,,,Excellent,,small_zafmaf70.jpg,zafmaf70.jpg,nopicture.gif,,,A
1445,M,4,Yes,ZAF-M-AF-075,South Africa,Air Force,Pilot,,Plastic,98.5,,,,Purchased - Harry Pugh,Purchased,,,,Excellent,,small_zafmaf75.jpg,zafmaf75.jpg,nopicture.gif,,,A
1446,O,6,Yes,AUS-O-C-030,Australia,Customs - Coast Watch,Pilot,1990,Metal,,,Clutch,1993,Mike Webster,Trade,,,,Mint,,small_ausoc30.jpg,ausoc30.jpg,nopicture.gif,,,A
1447,O,6,Yes,AUS-O-P-030,Australia,Victoria Police,Pilot,1996,Metal,,,Clutch,1996,Webster,,,,,Mint,,small_ausop30.jpg,ausop30.jpg,nopicture.gif,,,A
1448,O,1,Yes,CAN-O-P-020,Canada,RCMP GRC,Pilot,1995,Cloth,,,,,,Purchased,,,,Excellent,,small_canop20.jpg,canop20.jpg,nopicture.gif,"Flat, Not Padded.``The ""GRC"" is simply the french language equivalent for the RCMP.. Gendarme Royal du Canada  ``Information provided by David Hopkins and Kim Baumgartner",,A
